,prob_id,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9
196,32,-1,0,0,0,0,0,0,0,0,0
197,32,1,0,0,0,0,0,0,0,0,0
198,32,0,-1,0,0,0,0,0,0,0,0
199,33,0,0,0,0,0,0,0,0,0,-1
200,33,1,1,0,0,1,0,0,0,0,0
201,33,-1,0,0,1,0,0,0,0,-1,0
202,33,0,-1,0,-1,0,1,0,0,1,0
203,33,0,0,0,0,0,-1,0,0,0,1
204,33,0,-1,0,0,0,0,0,0,0,0
205,34,0,1,0,0,0,0,0,0,0,0
206,34,1,0,1,0,0,1,0,0,0,0
207,34,1,0,0,-1,1,-1,0,0,0,0
208,34,-1,0,0,0,0,-1,0,0,0,0
209,34,0,0,1,1,0,0,0,0,0,0
210,34,0,0,1,-1,-1,0,0,0,0,0
211,34,0,0,1,0,-1,0,0,0,0,0
212,34,0,0,0,-1,0,1,0,0,0,0
213,34,-1,0,1,0,-1,0,0,0,0,0
214,35,0,-1,0,-1,0,0,0,0,0,0
215,35,0,0,-1,0,0,0,0,0,0,0
216,36,0,0,0,0,0,-1,0,0,0,0
217,36,0,0,0,0,1,0,0,0,0,0
218,36,1,-1,0,-1,0,0,1,-1,0,0
219,36,-1,0,1,0,-1,0,0,0,0,-1
220,36,0,0,1,0,0,0,0,-1,0,0
221,36,0,-1,0,1,1,-1,0,0,0,0
222,36,0,0,0,0,0,1,1,0,1,0
223,36,0,0,0,0,1,0,0,0,0,1
224,36,-1,1,0,-1,0,1,0,0,1,-1
225,37,1,0,0,0,0,0,0,0,0,0
226,37,0,-1,0,0,0,0,0,0,0,0
227,37,-1,0,0,0,0,0,0,0,0,0
228,37,0,1,0,0,0,0,0,0,0,0
229,37,-1,-1,0,0,0,0,0,0,0,0
230,37,1,0,0,0,0,0,0,0,0,0
231,38,1,0,0,0,0,0,0,0,0,0
232,38,1,0,0,0,0,0,0,0,0,0
233,38,-1,0,0,0,0,0,0,0,0,0
234,38,1,1,0,0,0,0,0,0,0,0
235,38,1,1,0,0,0,0,0,0,0,0
236,38,-1,-1,0,0,0,0,0,0,0,0
237,38,1,-1,0,0,0,0,0,0,0,0
238,39,1,0,0,0,0,0,0,0,0,0
239,39,-1,0,0,0,0,0,0,0,0,0
240,39,-1,0,0,0,0,0,0,0,0,0
241,39,1,0,0,0,0,0,0,0,0,0
242,39,-1,0,0,0,0,0,0,0,0,0
243,40,1,0,0,0,0,0,0,0,0,0
244,40,0,-1,-1,0,0,0,0,0,0,0
245,40,-1,1,0,0,0,0,0,0,0,0
246,40,-1,0,0,0,0,0,0,0,0,0
247,40,1,0,0,0,0,0,0,0,0,0
248,40,1,-1,0,0,0,0,0,0,0,0
249,40,-1,0,1,-1,-1,0,0,0,0,0
250,40,0,0,-1,0,0,0,0,0,0,0
251,41,1,-1,-1,1,0,0,0,0,0,0
252,42,0,1,0,0,0,0,0,0,0,0
253,43,0,0,0,1,0,0,-1,0,0,0
254,43,1,0,-1,0,0,0,0,0,0,0
255,43,0,0,0,0,1,-1,0,0,0,0
256,43,0,-1,-1,0,-1,1,0,0,0,0
257,43,-1,-1,0,-1,0,1,1,0,0,0
258,43,1,0,0,0,0,0,0,0,0,0
259,44,1,0,0,0,1,0,0,0,0,0
260,44,0,-1,0,1,-1,0,0,0,0,0
261,44,0,0,-1,0,1,0,0,0,0,0
262,44,0,0,0,0,-1,0,0,0,0,0
263,45,0,-1,0,0,1,1,0,0,0,0
264,45,0,-1,1,0,0,-1,1,0,0,0
265,45,1,1,0,-1,0,0,-1,0,0,0
266,45,0,0,0,0,1,-1,0,0,0,0
267,46,-1,0,-1,1,0,0,0,0,0,0
268,46,-1,1,1,-1,0,1,-1,0,0,0
269,46,-1,-1,0,0,-1,-1,-1,0,0,0
270,46,0,1,0,-1,1,-1,-1,0,0,0
271,46,0,0,0,0,0,0,1,0,0,0
272,47,1,0,0,0,0,0,0,0,0,0
273,47,1,0,0,0,0,0,0,0,0,0
274,48,0,0,0,0,0,0,1,-1,0,0
275,49,1,0,0,0,0,0,0,-1,0,0
276,49,0,-1,0,0,0,0,1,0,0,0
277,49,1,0,0,0,0,1,1,0,0,0
278,49,0,0,0,0,0,1,0,0,0,0
279,49,0,-1,0,-1,-1,0,0,0,0,0
280,49,-1,0,1,-1,0,0,1,1,0,0
281,49,0,0,0,-1,1,0,0,0,0,0
282,50,0,-1,0,0,0,0,0,0,0,0
283,50,0,-1,0,0,1,1,0,-1,0,0
284,50,0,0,0,0,1,0,0,0,0,0
285,50,0,0,1,0,0,-1,0,1,0,0
286,50,-1,0,0,0,0,0,0,0,0,0
287,51,1,0,-1,0,1,0,0,0,0,0
288,51,0,0,0,0,1,0,0,0,0,0
289,51,1,0,1,0,0,0,0,0,0,0
290,51,0,-1,-1,1,-1,0,0,0,0,0
291,51,-1,0,1,0,-1,0,0,0,0,0
292,51,1,0,0,-1,1,0,0,0,0,0
293,51,0,-1,0,-1,0,0,0,0,0,0
294,52,-1,1,0,0,0,0,0,0,0,0
295,52,0,1,0,0,0,0,0,0,0,0
296,52,-1,-1,0,0,0,0,0,0,0,0
297,52,-1,0,0,0,0,0,0,0,0,0
298,52,0,1,0,0,0,0,0,0,0,0
299,52,1,1,0,0,0,0,0,0,0,0
300,52,-1,0,0,0,0,0,0,0,0,0
301,52,0,1,0,0,0,0,0,0,0,0
302,52,-1,-1,0,0,0,0,0,0,0,0
303,53,-1,1,0,-1,0,0,0,0,0,0
304,53,-1,0,-1,-1,0,0,0,0,0,0
305,54,1,0,-1,0,0,0,0,0,0,0
306,54,-1,1,-1,0,0,0,0,0,0,0
307,55,0,1,1,0,0,0,0,0,0,0
308,55,1,0,0,0,0,0,0,0,0,0
309,55,-1,-1,1,0,0,0,0,0,0,0
310,55,0,-1,-1,0,0,0,0,0,0,0
311,55,-1,0,-1,0,0,0,0,0,0,0
312,55,-1,1,-1,0,0,0,0,0,0,0
313,55,-1,0,0,0,0,0,0,0,0,0
314,55,-1,1,-1,0,0,0,0,0,0,0
315,56,0,0,0,0,0,-1,0,0,0,0
316,56,0,0,0,0,1,0,0,0,0,0
317,57,1,0,-1,0,1,1,0,0,0,0
318,58,0,0,0,0,0,0,0,0,0,-1
319,58,0,0,0,-1,0,-1,0,0,0,0
320,58,0,0,0,0,1,0,0,0,-1,0
321,58,0,0,0,0,1,1,0,0,0,0
322,58,0,0,0,1,0,-1,1,1,0,-1
323,59,0,-1,0,0,0,0,0,0,0,0
324,59,0,1,0,0,0,0,0,0,0,0
325,59,0,1,0,0,0,0,0,0,0,0
326,60,1,0,0,1,1,0,0,0,0,0
327,60,0,0,1,1,0,0,0,0,0,0
328,60,0,-1,-1,-1,-1,0,0,0,0,0
329,60,-1,0,0,1,0,0,0,0,0,0
330,60,-1,1,0,-1,-1,0,0,0,0,0
331,60,0,0,-1,0,0,0,0,0,0,0
332,60,1,0,0,-1,1,0,0,0,0,0
333,61,0,-1,0,0,0,1,0,0,0,0
334,61,0,1,0,0,0,0,0,0,0,0
335,61,0,0,0,1,0,0,0,0,0,0
336,61,0,0,0,0,0,-1,0,0,0,0
337,61,1,0,0,1,0,0,0,0,0,0
338,61,0,0,-1,0,0,0,0,0,0,0
339,61,1,0,0,0,-1,0,0,0,0,0
340,62,0,-1,0,0,1,-1,-1,0,0,0
341,62,0,0,0,-1,0,0,0,0,0,0
342,62,0,-1,0,1,-1,0,-1,0,0,0
343,62,0,-1,0,0,0,0,0,0,0,0
344,62,0,1,0,0,-1,0,0,0,0,0
345,62,-1,0,0,1,0,1,0,0,0,0
346,62,0,0,0,0,0,0,-1,0,0,0
347,62,-1,0,0,0,0,-1,0,0,0,0
348,63,0,0,0,-1,0,0,0,0,0,0
349,63,-1,0,1,1,0,1,0,0,0,0
350,63,1,0,1,0,1,1,-1,1,0,0
351,63,-1,1,1,0,1,0,0,-1,0,0
352,63,-1,1,1,0,1,-1,0,1,0,0
353,63,0,0,0,0,1,0,0,0,0,0
354,64,0,0,1,0,0,0,0,0,0,0
355,64,0,0,-1,0,-1,0,-1,0,0,0
356,64,1,0,0,0,0,0,0,0,0,0
357,64,0,0,1,0,0,0,0,0,0,0
358,64,0,0,1,0,0,1,0,0,0,0
359,65,0,0,0,1,0,0,0,0,0,-1
360,65,1,1,1,-1,-1,0,0,0,-1,0
361,66,0,1,0,1,0,0,0,0,0,0
362,67,0,0,1,0,0,0,0,0,0,0
363,67,0,0,0,0,-1,0,0,0,0,0
364,67,0,1,1,-1,0,0,0,0,0,0
365,67,-1,0,0,0,0,0,0,0,0,0
366,67,0,0,-1,0,-1,0,0,0,0,0
367,67,0,0,-1,0,-1,0,0,0,0,0
368,67,1,0,1,0,0,0,0,0,0,0
369,68,0,-1,0,1,0,0,0,1,-1,0
370,68,0,0,0,0,0,0,0,1,-1,0
371,68,0,-1,1,0,-1,1,0,0,0,0
372,68,0,0,0,1,0,1,0,0,0,0
373,68,0,1,0,0,0,0,0,0,0,0
374,69,1,-1,0,0,0,0,0,0,0,0
375,69,1,0,0,0,0,0,0,0,0,0
376,69,-1,-1,0,0,0,0,0,0,0,0
377,69,1,1,0,0,0,0,0,0,0,0
378,69,-1,0,0,0,0,0,0,0,0,0
379,69,1,1,0,0,0,0,0,0,0,0
380,69,-1,-1,0,0,0,0,0,0,0,0
381,69,1,0,0,0,0,0,0,0,0,0
382,70,1,-1,1,0,1,-1,0,1,1,0
383,70,-1,0,0,0,0,0,-1,0,0,0
384,70,0,0,0,1,0,-1,0,1,0,0
385,70,1,1,1,-1,-1,-1,0,1,0,0
386,70,0,1,0,-1,1,0,0,-1,1,0
387,71,0,0,0,0,0,1,0,0,0,0
388,71,-1,0,0,-1,0,1,0,0,-1,0
389,71,1,1,0,0,0,0,0,-1,0,0
390,71,0,0,0,0,-1,-1,0,0,0,0
391,71,0,0,0,0,0,0,0,-1,0,0
392,71,1,0,-1,0,-1,-1,-1,0,1,0
393,71,-1,-1,0,0,-1,-1,0,1,0,0
394,71,0,0,0,0,-1,-1,0,1,0,0
395,72,-1,1,0,0,0,0,0,0,0,0
396,72,1,0,-1,0,0,0,0,0,0,0
397,72,0,0,1,0,0,0,0,0,0,0
398,72,0,0,1,0,0,0,0,0,0,0
399,72,-1,0,-1,0,0,0,0,0,0,0
400,72,-1,0,1,0,0,0,0,0,0,0
401,72,0,0,1,0,0,0,0,0,0,0
402,72,1,0,0,0,0,0,0,0,0,0
403,73,0,1,0,0,1,0,0,0,0,0
404,73,0,1,1,1,-1,0,0,0,0,0
405,73,0,0,0,-1,0,0,0,0,0,0
406,74,0,1,0,0,0,0,0,0,0,0
407,75,1,0,0,0,0,0,0,0,0,0
408,75,1,1,0,0,0,0,0,0,0,0
409,75,0,1,0,0,0,0,0,0,0,0
410,75,1,0,0,0,0,0,0,0,0,0
411,75,1,1,0,0,0,0,0,0,0,0
412,75,1,0,0,0,0,0,0,0,0,0
413,75,1,-1,0,0,0,0,0,0,0,0
414,76,1,-1,1,-1,1,1,0,0,0,0
415,76,-1,1,1,1,0,1,1,0,0,0
416,76,-1,1,0,0,0,1,0,0,0,0
417,76,1,0,0,-1,0,-1,0,0,0,0
418,76,0,0,0,0,0,-1,0,0,0,0
419,76,-1,0,0,0,0,1,-1,0,0,0
420,76,0,1,0,0,0,0,0,0,0,0
421,76,1,0,0,1,0,-1,-1,0,0,0
422,77,-1,0,0,0,0,0,0,0,-1,-1
423,78,1,0,0,0,0,0,0,0,0,0
424,78,-1,-1,0,0,0,0,0,0,0,0
425,78,-1,-1,0,0,0,0,0,0,0,0
426,78,-1,-1,0,0,0,0,0,0,0,0
427,78,-1,1,0,0,0,0,0,0,0,0
428,78,1,-1,0,0,0,0,0,0,0,0
429,79,0,0,0,-1,1,0,-1,1,0,0
430,79,0,0,0,0,1,0,0,0,0,0
431,79,0,1,0,0,0,0,0,1,0,0
432,80,-1,0,0,0,0,0,0,0,0,0
433,80,1,0,0,0,0,0,0,0,0,0
434,80,1,0,0,0,0,0,0,0,0,0
435,80,-1,0,0,0,0,0,0,0,0,0
436,81,-1,0,1,-1,-1,0,0,0,0,0
437,81,0,0,0,-1,1,0,0,0,0,0
438,81,-1,0,1,1,0,0,0,0,0,0
439,81,0,1,-1,0,0,0,0,0,0,0
440,81,0,0,0,0,1,1,0,0,0,0
441,81,1,1,-1,0,1,0,0,0,0,0
442,81,-1,0,0,1,0,1,0,0,0,0
443,82,-1,-1,0,0,0,0,0,0,0,0
444,82,-1,0,1,0,0,0,0,0,0,0
445,82,-1,0,0,0,0,0,0,0,0,0
446,82,0,-1,1,0,0,0,0,0,0,0
447,82,-1,0,0,0,0,0,0,0,0,0
448,82,0,0,1,0,0,0,0,0,0,0
449,83,0,-1,0,0,0,1,0,0,0,0
450,83,1,-1,1,-1,1,-1,1,0,0,0
451,83,-1,0,0,0,1,0,1,1,0,0
452,83,1,0,1,-1,-1,0,0,0,0,0
453,83,-1,-1,1,0,0,0,-1,0,0,0
454,84,1,-1,-1,-1,1,0,1,0,0,0
455,84,1,-1,-1,-1,1,0,0,-1,0,0
456,84,1,1,0,0,1,0,0,0,0,0
457,84,0,1,0,0,0,0,0,0,0,0
458,84,0,0,0,-1,1,0,0,-1,0,0
459,84,1,1,0,-1,0,0,0,0,0,0
460,85,1,0,1,-1,0,0,0,0,0,0
461,85,0,0,1,1,0,0,0,0,0,0
462,85,0,0,-1,0,0,0,0,0,0,0
463,85,0,-1,-1,0,-1,0,0,0,0,0
464,85,0,0,0,0,-1,0,0,0,0,0
465,85,0,0,-1,0,0,0,0,0,0,0
466,85,0,0,0,-1,-1,0,0,0,0,0
467,86,-1,1,0,0,0,0,0,0,0,0
468,86,1,-1,0,0,0,0,0,0,0,0
469,86,-1,0,0,0,0,0,0,0,0,0
470,86,0,-1,0,0,0,0,0,0,0,0
471,86,-1,0,0,0,0,0,0,0,0,0
472,86,1,0,0,0,0,0,0,0,0,0
473,87,1,0,0,0,0,0,0,0,0,0
474,87,-1,-1,0,0,0,0,0,0,0,0
475,87,-1,1,-1,0,0,0,0,0,0,0
476,87,0,0,1,0,0,0,0,0,0,0
477,87,0,-1,0,0,0,0,0,0,0,0
478,87,0,0,-1,0,0,0,0,0,0,0
479,87,1,0,1,0,0,0,0,0,0,0
480,87,-1,0,-1,0,0,0,0,0,0,0
481,87,0,0,-1,0,0,0,0,0,0,0
482,88,-1,-1,1,0,0,0,0,0,0,0
483,88,-1,1,-1,0,0,0,0,0,0,0
484,89,0,0,0,0,0,-1,0,0,0,0
485,89,-1,1,-1,1,1,1,1,1,0,0
486,89,0,0,0,0,0,0,0,1,0,0
487,89,1,0,0,0,0,1,1,0,0,0
488,89,-1,0,0,0,0,0,0,0,0,0
489,89,0,0,0,0,0,0,0,1,0,0
490,89,1,-1,0,0,0,0,-1,-1,0,0
491,90,0,-1,0,1,0,0,0,0,0,0
492,90,0,0,0,1,1,1,-1,1,-1,1
493,90,0,0,0,0,0,0,0,0,1,-1
494,90,0,0,1,0,0,0,0,0,0,0
495,90,0,1,0,0,1,0,-1,-1,0,-1
496,90,0,-1,0,1,1,0,0,-1,0,0
497,90,0,0,0,0,1,-1,0,0,0,0
498,90,0,0,0,0,0,0,1,0,0,0
499,91,0,1,0,0,0,0,0,0,0,0
500,91,0,0,0,0,0,-1,0,0,0,0
501,91,0,0,0,0,0,-1,0,0,0,0
502,91,0,0,0,0,-1,0,0,0,0,0
503,91,0,0,0,0,-1,0,0,0,0,0
504,91,0,0,0,-1,0,0,0,0,0,0
505,91,0,0,-1,0,1,0,0,0,0,0
506,91,-1,0,1,-1,-1,-1,0,0,0,0
507,92,0,0,0,0,0,0,0,1,0,0
508,92,-1,0,1,0,0,1,0,0,0,0
509,93,-1,0,0,0,0,0,0,0,0,0
510,93,1,0,0,0,0,0,0,0,0,0
511,93,-1,0,0,0,0,0,0,0,0,0
512,93,1,0,0,0,0,0,0,0,0,0
513,94,0,0,0,0,-1,0,0,0,1,0
514,94,-1,0,0,1,-1,-1,0,-1,1,-1
515,94,0,0,1,0,0,0,0,1,0,1
516,94,0,0,1,0,0,0,0,0,0,0
517,94,0,1,0,0,0,0,0,0,0,0
518,94,0,0,1,1,0,0,0,-1,0,0
519,94,0,0,1,-1,0,0,0,0,0,0
520,95,1,1,1,0,0,0,0,0,0,0
521,96,1,0,0,0,0,0,0,0,0,0
522,96,1,0,0,0,0,0,0,0,0,0
523,96,1,0,0,0,0,0,0,0,0,0
524,96,1,0,0,0,0,0,0,0,0,0
525,96,1,0,0,0,0,0,0,0,0,0
526,96,-1,0,0,0,0,0,0,0,0,0
527,97,0,0,0,-1,0,0,-1,1,1,0
528,97,-1,-1,0,0,1,0,1,0,-1,0
529,97,-1,0,0,0,0,0,0,0,0,0
530,98,0,0,-1,0,0,0,0,0,0,0
531,98,1,0,0,1,0,0,0,0,0,0
532,98,0,-1,0,0,0,0,0,0,0,0
533,98,0,1,0,1,0,0,0,0,0,0
534,98,0,0,0,0,1,0,0,0,0,0
535,99,0,0,0,0,0,1,0,-1,0,0
536,99,0,1,1,-1,-1,-1,-1,0,0,0
537,99,0,0,-1,0,0,0,0,0,0,0
538,99,0,1,-1,-1,1,0,-1,0,0,0
539,99,0,0,1,0,0,0,0,0,0,0
540,99,0,-1,-1,1,0,-1,1,-1,0,0
541,99,1,0,0,0,0,0,0,0,0,0
542,100,1,0,0,0,0,0,0,0,0,0
543,100,-1,0,0,0,0,0,0,0,0,0
544,100,-1,0,0,0,0,0,0,0,0,0
545,100,-1,0,0,0,0,0,0,0,0,0
546,100,-1,0,0,0,0,0,0,0,0,0
547,100,1,0,0,0,0,0,0,0,0,0
548,100,-1,0,0,0,0,0,0,0,0,0
549,100,1,0,0,0,0,0,0,0,0,0
550,100,1,0,0,0,0,0,0,0,0,0
551,101,0,0,-1,0,0,1,1,0,0,0
552,101,0,1,0,-1,0,-1,-1,0,0,0
553,101,0,-1,-1,1,0,0,0,-1,0,0
